PostTypeId,Id,ParentId,Title,Body,OwnerUserId,Score,ViewCount,FavoriteCount,AcceptedAnswerId,CreationDate,LastEditDate,LastActivityDate
"1","208105","","Remove properties from objects (JavaScript)","<p>Say I create an object as follows:</p>
<pre class=""lang-js prettyprint-override""><code>let myObject = {
  &quot;ircEvent&quot;: &quot;PRIVMSG&quot;,
  &quot;method&quot;: &quot;newURI&quot;,
  &quot;regex&quot;: &quot;^http://.*&quot;,
};
</code></pre>
<p>How should I remove the property <code>regex</code> to end up with new <code>myObject</code> as follows?</p>
<pre class=""lang-js prettyprint-override""><code>let myObject = {
  &quot;ircEvent&quot;: &quot;PRIVMSG&quot;,
  &quot;method&quot;: &quot;newURI&quot;,
};
</code></pre>
","27929","6776","2622584","1066","208106","2008-10-16 10:57:45","2021-10-08 16:00:00","2021-10-08 16:00:00"
"1","1274057","","How can I make Git ""forget"" about a file that was tracked, but is now in .gitignore?","<p>There is a file that was being tracked by Git, but now the file is on the <code>.gitignore</code> list.</p>
<p>However, that file keeps showing up in <code>git status</code> after it's edited. How do you force Git to completely forget about it?</p>
","16957","6606","1619732","2086","1274447","2009-08-13 19:23:22","2021-07-20 21:54:13","2021-08-02 14:19:18"
"1","100003","","What are metaclasses in Python?","<p>In Python, what are metaclasses and what do we use them for?</p>
","9951","6382","930170","4097","100146","2008-09-19 06:10:46","2021-01-13 03:43:24","2021-10-03 16:06:40"
"1","82831","","How do I check whether a file exists without exceptions?","<p>How do I check whether a file exists or not, without using the <a href=""https://docs.python.org/3.6/reference/compound_stmts.html#try"" rel=""noreferrer""><code>try</code></a> statement?</p>
","15616","6360","4569002","1017","","2008-09-17 12:55:00","2021-03-27 19:42:25","2021-09-20 18:47:57"
"1","16956810","","How do I find all files containing specific text on Linux?","<p>I'm trying to find a way to scan my entire Linux system for all files containing a specific string of text. Just to clarify, I'm looking for text within the file, not in the file name.</p>

<p>When I was looking up how to do this, I came across this solution twice:</p>

<pre><code>find / -type f -exec grep -H 'text-to-find-here' {} \;
</code></pre>

<p>However, it doesn't work. It seems to display every single file in the system.</p>

<p>Is this close to the proper way to do it? If not, how should I? This ability to find text strings in files would be extraordinarily useful for some programming projects I'm doing.</p>
","954986","6270","8177226","3021","16957078","2013-06-06 08:06:45","2017-05-21 11:40:16","2021-08-30 13:56:02"
"1","14220321","","How to return the response from an asynchronous call","<p>I have a function <code>foo</code> which makes an asynchronous request. How can I return the response/result from <code>foo</code>?</p>
<p>I am trying to return the value from the callback, as well as assigning the result to a local variable inside the function and returning that one, but none of those ways actually return the response (they all return <code>undefined</code> or whatever the initial value of the variable <code>result</code> is).</p>
<p><strong>Example using jQuery's <code>ajax</code> function:</strong></p>
<pre><code>function foo() {
    var result;

    $.ajax({
        url: '...',
        success: function(response) {
            result = response;
            // return response; // &lt;- I tried that one as well
        }
    });

    return result; // It always returns `undefined`
}
</code></pre>
<p><strong>Example using Node.js:</strong></p>
<pre><code>function foo() {
    var result;

    fs.readFile(&quot;path/to/file&quot;, function(err, data) {
        result = data;
        // return data; // &lt;- I tried that one as well
    });

    return result; // It always returns `undefined`
}
</code></pre>
<p><strong>Example using the <code>then</code> block of a promise:</strong></p>
<pre><code>function foo() {
    var result;

    fetch(url).then(function(response) {
        result = response;
        // return response; // &lt;- I tried that one as well
    });

    return result; // It always returns `undefined`
}
</code></pre>
","218196","6137","1783019","2758","14220323","2013-01-08 17:06:14","2021-09-05 21:45:04","2021-09-05 21:45:04"
"1","2025282","","What is the difference between ""px"", ""dip"", ""dp"" and ""sp""?","<p>What is the difference between Android units of measure?</p>

<ul>
<li>px</li>
<li>dip</li>
<li>dp</li>
<li>sp</li>
</ul>
","235885","6107","1357138","2030","2025541","2010-01-08 03:23:46","2018-12-03 05:08:15","2021-09-09 17:07:32"
"1","38987","","How do I merge two dictionaries in a single expression (taking union of dictionaries)?","<p>I have two Python dictionaries, and I want to write a single expression that returns these two dictionaries, merged (i.e. taking the union).  The <code>update()</code> method would be what I need, if it returned its result instead of modifying a dictionary in-place.</p>
<pre><code>&gt;&gt;&gt; x = {'a': 1, 'b': 2}
&gt;&gt;&gt; y = {'b': 10, 'c': 11}
&gt;&gt;&gt; z = x.update(y)
&gt;&gt;&gt; print(z)
None
&gt;&gt;&gt; x
{'a': 1, 'b': 10, 'c': 11}
</code></pre>
<p>How can I get that final merged dictionary in <code>z</code>, not <code>x</code>?</p>
<p>(To be extra-clear, the last-one-wins conflict-handling of <code>dict.update()</code> is what I'm looking for as well.)</p>
","3207","5918","2437942","1300","26853961","2008-09-02 07:44:30","2021-02-26 08:49:14","2021-09-30 10:17:06"
"1","630453","","What is the difference between POST and PUT in HTTP?","<p>According to <a href=""https://www.rfc-editor.org/rfc/rfc2616#section-9.5"" rel=""nofollow noreferrer"">RFC 2616, § 9.5</a>, <code>POST</code> is used to <em>create</em> a resource:</p>
<blockquote>
<p>The POST method is used to request that the origin server accept the entity enclosed in the request as a new subordinate of the resource identified by the Request-URI in the Request-Line.</p>
</blockquote>
<p>According to <a href=""https://www.rfc-editor.org/rfc/rfc2616#section-9.6"" rel=""nofollow noreferrer"">RFC 2616, § 9.6</a>, <code>PUT</code> is used to <em>create or replace</em> a resource:</p>
<blockquote>
<p>The PUT method requests that the enclosed entity be stored under the supplied Request-URI. If the Request-URI refers to an already existing resource, the enclosed entity SHOULD be considered as a modified version of the one residing on the origin server. If the Request-URI does not point to an existing resource, and that URI is capable of being defined as a new resource by the requesting user agent, the origin server can create the resource with that URI.</p>
</blockquote>
<p>So which HTTP method should be used to create a resource? Or should both be supported?</p>
","19268","5803","2742688","2405","630475","2009-03-10 14:25:20","2021-10-07 07:34:52","2021-09-17 10:04:44"
"1","950087","","How do I include a JavaScript file in another JavaScript file?","<p>Is there something in JavaScript similar to <code>@import</code> in CSS that allows you to include a JavaScript file inside another JavaScript file?</p>
","426996","5758","3696763","1645","950146","2009-06-04 11:59:50","2017-10-17 15:53:34","2021-07-05 01:10:04"
"1","1628563","","Move the most recent commit(s) to a new branch with Git","<p>I'd like to move the last several commits I've committed to master to a new branch and take master back to before those commits were made. Unfortunately, my Git-fu is not strong enough yet, any help?</p>

<p>I.e. How can I go from this</p>

<pre><code>master A - B - C - D - E
</code></pre>

<p>to this?</p>

<pre><code>newbranch     C - D - E
             /
master A - B 
</code></pre>
","1103052","5684","1297770","1410","1628584","2009-10-27 03:07:34","2017-12-21 07:16:09","2021-09-19 00:15:14"
"1","826782","","How to disable text selection highlighting","<p>For anchors that act like buttons (for example <em>Questions</em>, <em>Tags</em>, <em>Users</em>, etc. which are located on the top of the Stack Overflow page) or tabs, is there a CSS standard way to disable the highlighting effect if the user accidentally selects the text?</p>
<p>I realize that this could be done with JavaScript and a little googling yielded the Mozilla-only <code>-moz-user-select</code> option.</p>
<p>Is there a standard-compliant way to accomplish this with CSS, and if not, what is the &quot;best practice&quot; approach?</p>
","","5656","2297855","1360","","2009-05-05 20:29:18","2020-09-08 00:25:59","2021-09-29 08:53:05"
"1","359494","","Which equals operator (== vs ===) should be used in JavaScript comparisons?","<p>I'm using <a href=""http://en.wikipedia.org/wiki/JSLint"" rel=""noreferrer"">JSLint</a> to go through JavaScript, and it's returning many suggestions to replace <code>==</code> (two equals signs) with <code>===</code> (three equals signs) when doing things like comparing <code>idSele_UNVEHtype.value.length == 0</code> inside of an <code>if</code> statement.</p>

<p>Is there a performance benefit to replacing <code>==</code> with <code>===</code>? </p>

<p>Any performance improvement would be welcomed as many comparison operators exist.</p>

<p>If no type conversion takes place, would there be a performance gain over <code>==</code>?</p>
","44990","5656","1943494","1962","359509","2008-12-11 14:19:49","2017-03-22 16:13:37","2021-10-04 14:40:56"
"1","549","","The definitive guide to form-based website authentication","<h2>Form-based authentication for websites</h2>

<p>We believe that Stack&nbsp;Overflow should not just be a resource for very specific technical questions, but also for general guidelines on how to solve variations on common problems. ""Form based authentication for websites"" should be a fine topic for such an experiment.</p>

<h3>It should include topics such as:</h3>

<ul>
<li>How to log in</li>
<li>How to log out</li>
<li>How to remain logged in</li>
<li>Managing cookies (including recommended settings)</li>
<li>SSL/HTTPS encryption</li>
<li>How to store passwords</li>
<li>Using secret questions</li>
<li>Forgotten username/password functionality</li>
<li>Use of <a href=""https://en.wikipedia.org/wiki/Cryptographic_nonce"" rel=""noreferrer"">nonces</a> to prevent <a href=""https://en.wikipedia.org/wiki/Cross-site_request_forgery"" rel=""noreferrer"">cross-site request forgeries (CSRF)</a></li>
<li><a href=""http://openid.net/"" rel=""noreferrer"">OpenID</a></li>
<li>""Remember me"" checkbox</li>
<li>Browser autocompletion of usernames and passwords</li>
<li>Secret URLs (public <a href=""https://en.wikipedia.org/wiki/Uniform_Resource_Locator"" rel=""noreferrer"">URL</a> protected by digest)</li>
<li>Checking password strength</li>
<li>E-mail validation</li>
<li><em>and much more about</em> <a href=""http://en.wikipedia.org/wiki/Form-based_authentication"" rel=""noreferrer"">form based authentication</a>...</li>
</ul>

<h3>It should not include things like:</h3>

<ul>
<li>Roles and authorization</li>
<li>HTTP basic authentication</li>
</ul>

<h3>Please help us by:</h3>

<ol>
<li>Suggesting subtopics</li>
<li>Submitting good articles about this subject</li>
<li>Editing the official answer</li>
</ol>
","136","5515","636524","6705","477578","2008-08-02 19:51:50","2018-04-09 07:41:21","2021-07-24 04:22:43"
"1","59895","","How can I get the source directory of a Bash script from within the script itself?","<p>How do I get the path of the directory in which a <a href=""http://en.wikipedia.org/wiki/Bash_%28Unix_shell%29"" rel=""noreferrer"">Bash</a> script is located, <em>inside</em> that script?</p>
<p>I want to use a Bash script as a launcher for another application. I want to change the working directory to the one where the Bash script is located, so I can operate on the files in that directory, like so:</p>
<pre><code>$ ./application
</code></pre>
","2908","5506","2038577","1893","246128","2008-09-12 20:39:56","2021-01-20 02:04:12","2021-10-03 20:44:11"
"1","89228","","How to execute a program or call a system command?","<p>How do you call an external command (as if I'd typed it at the Unix shell or Windows command prompt) from within a Python script?</p>
","17085","5466","3820523","1642","89243","2008-09-18 01:35:30","2021-06-30 18:57:25","2021-09-01 10:34:36"
"1","52704","","How do I discard unstaged changes in Git?","<p>How do I discard changes in my working copy that are not in the index?</p>
","4883","5433","3133514","1606","52719","2008-09-09 19:33:59","2019-04-17 04:46:56","2021-07-08 15:36:13"
"1","762011","","What's the difference between using ""let"" and ""var""?","<h3>ECMAScript 6 introduced <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/let"" rel=""noreferrer"">the <code>let</code> statement</a>.</h3>
<p>I've heard that it's described as a <code>local</code> variable, but I'm still not quite sure how it behaves differently than the <code>var</code> keyword.</p>
<p>What are the differences?. When should <code>let</code> be used instead of <code>var</code>?</p>
","12983","5384","1706158","1421","11444416","2009-04-17 20:09:26","2021-06-03 13:35:51","2021-08-09 17:38:46"
"1","417142","","What is the maximum length of a URL in different browsers?","<p>What is the maximum length of a URL in different browsers? Does it differ among browsers?</p>
<p>Is a maximum URL length part of the HTTP specification?</p>
","2172","5259","1426424","1019","417184","2009-01-06 16:14:30","2020-09-07 09:40:04","2021-05-05 17:52:18"
"1","122102","","What is the most efficient way to deep clone an object in JavaScript?","<p>What is the most efficient way to clone a JavaScript object? I've seen <code>obj = eval(uneval(o));</code> being used, but <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/uneval"" rel=""noreferrer"">that's non-standard and only supported by Firefox</a>.<br/><br/> I've done things like <code>obj = JSON.parse(JSON.stringify(o));</code> but question the efficiency. <br/><br/> I've also seen recursive copying functions with various flaws.
<br />
I'm surprised no canonical solution exists.</p>
","12694","5174","2372083","1699","122704","2008-09-23 16:26:09","2017-03-22 16:17:39","2021-09-16 21:04:57"
"1","487258","","What is a plain English explanation of ""Big O"" notation?","<p>I'd prefer as little formal definition as possible and simple mathematics.</p>
","59711","5154","750872","4063","487278","2009-01-28 11:10:32","2016-07-22 15:40:50","2021-09-08 11:33:06"
"1","9329446","","For-each over an array in JavaScript","<p>How can I loop through all the entries in an array using JavaScript?</p>

<p>I thought it was something like this:</p>

<pre><code>forEach(instance in theArray)
</code></pre>

<p>Where <code>theArray</code> is my array, but this seems to be incorrect.</p>
","1140876","5152","4639154","1533","9329476","2012-02-17 13:51:48","2020-03-08 14:47:59","2021-10-06 21:48:16"
"1","161813","","How to resolve merge conflicts in a Git repository","<p>I want to resolve merge conflicts in my <strong>Git</strong> repository.</p>
<p>How can I do that?</p>
","3713","5098","3056817","1763","163659","2008-10-02 11:31:05","2021-07-04 20:39:17","2021-07-16 08:51:43"
"1","215718","","How can I reset or revert a file to a specific revision?","<p>I have made some changes to a file which has been committed a few times as part of a group of files, but now want to reset/revert the changes on it back to a previous version. </p>

<p>I have done a <code>git log</code> along with a <code>git diff</code> to find the revision I need, but just have no idea how to get the file back to its former state in the past.</p>
","3410","5075","2370218","1380","215731","2008-10-18 23:34:02","2019-07-25 21:18:54","2021-09-18 18:41:11"
"1","46155","","How to validate an email address in JavaScript","<p>Is there a regular expression to verify an email address in JavaScript?</p>
","72","5034","3757995","1246","46181","2008-09-05 16:10:11","2021-08-19 08:55:17","2021-10-05 06:03:49"
"1","38549","","What is the difference between ""INNER JOIN"" and ""OUTER JOIN""?","<p>Also how do <code>LEFT JOIN</code>, <code>RIGHT JOIN</code> and <code>FULL JOIN</code> fit in?</p>
","3836","4973","2465119","2534","38578","2008-09-01 22:36:06","2019-02-13 08:10:44","2021-08-18 22:32:05"
"1","1144783","","How to replace all occurrences of a string in JavaScript","<p>I have this string in my JavaScript code:</p>
<pre><code>&quot;Test abc test test abc test test test abc test test abc&quot;
</code></pre>
<p>Doing:</p>
<pre><code>str = str.replace('abc', '');
</code></pre>
<p>Seems to only remove the first occurrence of <code>abc</code> in the string above.</p>
<p>How can I replace <strong>all</strong> occurrences of it?</p>
","49153","4952","3917444","798","1145525","2009-07-17 17:53:46","2021-05-16 10:51:26","2021-09-29 09:48:27"
"1","273192","","How can I safely create a nested directory in Python?","<p>What is the most elegant way to check if the directory a file is going to be written to exists, and if not, create the directory using Python? Here is what I tried:</p>
<pre><code>import os

file_path = &quot;/my/directory/filename.txt&quot;
directory = os.path.dirname(file_path)

try:
    os.stat(directory)
except:
    os.mkdir(directory)

f = file(filename)
</code></pre>
<p>Somehow, I missed <code>os.path.exists</code> (thanks kanja, Blair, and Douglas). This is what I have now:</p>
<pre><code>def ensure_dir(file_path):
    directory = os.path.dirname(file_path)
    if not os.path.exists(directory):
        os.makedirs(directory)
</code></pre>
<p>Is there a flag for &quot;open&quot;, that makes this happen automatically?</p>
","13055","4934","3081725","1043","273227","2008-11-07 18:56:45","2021-08-19 20:34:46","2021-08-19 20:34:46"
"1","2765421","","How do I push a new local branch to a remote Git repository and track it too?","<p>I want to be able to do the following:</p>
<ol>
<li><p>Create a local branch based on some other (remote or local) branch (via <code>git branch</code> or <code>git checkout -b</code>)</p>
</li>
<li><p>Push the local branch
to the remote repository (publish), but make it
trackable so <code>git pull</code> and <code>git push</code> will work immediately.</p>
</li>
</ol>
<p>How do I do that?</p>
<p>I know about <code>--set-upstream</code> in Git 1.7, but that is a post-creation action. I want to find a way to make a similar change when pushing the branch to the remote repository.</p>
","222187","4925","4215455","1457","6232535","2010-05-04 12:58:34","2020-10-13 08:57:29","2021-09-06 10:58:31"
"1","901712","","How do I check whether a checkbox is checked in jQuery?","<p>I need to check the <code>checked</code> property of a checkbox and perform an action based on the checked property using jQuery.</p>
<p>For example, if the <code>age</code> checkbox is checked, then I need to show a textbox to enter <code>age</code>, else hide the textbox.</p>
<p>But the following code returns <code>false</code> by default:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>if ($('#isAgeSelected').attr('checked')) {
  $(""#txtAge"").show();
} else {
  $(""#txtAge"").hide();
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;
&lt;input type=""checkbox"" id=""isAgeSelected""/&gt;
&lt;div id=""txtAge"" style=""display:none""&gt;
  Age is selected
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p>How do I successfully query the <code>checked</code> property?</p>
","111435","4909","4445438","676","903152","2009-05-23 15:16:39","2021-02-20 00:03:33","2021-05-27 08:53:41"
"1","2432764","","How to change the URI (URL) for a remote Git repository?","<p>I have a repo (origin) on a USB key that I cloned on my hard drive (local). I moved ""origin"" to a NAS and successfully tested cloning it from here.</p>

<p>I would like to know if I can change the URI of ""origin"" in the settings of ""local"" so it will now pull from the NAS, and not from the USB key.</p>

<p>For now, I can see two solutions:</p>

<ul>
<li><p>push everything to the usb-orign, and copy it to the NAS again (implies a lot of work due to new commits to nas-origin);</p></li>
<li><p>add a new remote to ""local"" and delete the old one (I fear I'll break my history).</p></li>
</ul>
","9951","4799","2334679","1152","2432799","2010-03-12 12:48:47","2018-10-12 01:36:41","2021-08-17 15:29:39"
"1","3737139","","Reference — What does this symbol mean in PHP?","<h3>What is this?</h3>
<p>This is a collection of questions that come up every now and then about syntax in PHP. This is also a Community Wiki, so everyone is invited to participate in maintaining this list.</p>
<h3>Why is this?</h3>
<p>It used to be hard to find questions about operators and other syntax tokens.¹<br />
The main idea is to have links to existing questions on Stack Overflow, so it's easier for us to reference them, not to copy over content from the PHP Manual.</p>
<p>Note: Since January 2013, Stack Overflow <a href=""https://meta.stackexchange.com/questions/160100/a-new-search-engine-for-stack-exchange"">does support special characters</a>. Just surround the search terms by quotes, e.g. <a href=""https://stackoverflow.com/search?q=%5Bphp%5D%20%22===%22%20vs%20%22==%22""><code>[php] &quot;==&quot; vs &quot;===&quot;</code></a></p>
<h3><strong>What should I do here?</strong></h3>
<p>If you have been pointed here by someone because you have asked such a question, please find the particular syntax below. The linked pages to the <a href=""http://php.net/manual/en/index.php"" rel=""noreferrer"">PHP manual</a> along with the linked questions will likely answer your question then. If so, you are encouraged to upvote the answer. This list is not meant as a substitute to the help others provided.</p>
<h2>The List</h2>
<p>If your particular token is not listed below, you might find it in the <a href=""http://secure.php.net/manual/en/tokens.php"" rel=""noreferrer"">List of Parser Tokens</a>.</p>
<hr />
<p><code>&amp;</code> <a href=""http://secure.php.net/manual/en/language.operators.bitwise.php"" rel=""noreferrer"">Bitwise Operators</a> or <a href=""http://secure.php.net/manual/en/language.references.php"" rel=""noreferrer"">References</a></p>
<ul>
<li><a href=""https://stackoverflow.com/questions/1676897"">What does it mean to start a PHP function with an ampersand?</a></li>
<li><a href=""https://stackoverflow.com/questions/600202"">Understanding PHP &amp; (ampersand, bitwise and) operator</a></li>
<li><a href=""https://stackoverflow.com/questions/2209934/"">PHP &quot;&amp;&quot; operator</a></li>
<li><a href=""https://stackoverflow.com/questions/2376348"">Difference between &amp; and &amp;&amp; in PHP</a></li>
<li><a href=""https://stackoverflow.com/questions/1006652"">What does &quot;&amp;&quot; mean here in PHP?</a></li>
<li><a href=""https://stackoverflow.com/questions/2297592"">What does &quot;&amp;&quot; mean in this case?</a></li>
<li><a href=""https://stackoverflow.com/questions/2422907"">What does the &quot;&amp;&quot; sign mean in PHP?</a></li>
<li><a href=""https://stackoverflow.com/questions/2478149"">What does this signature mean (&amp;) in PHP?</a></li>
